pnt_lat,pnt_lon,d_20180107,d_20180118,d_20180129,d_20180209,d_20180220,d_20180303,d_20180314,d_20180325,d_20180405,d_20180416,d_20180427,d_20180508,d_20180519,d_20180530,d_20180610,d_20180621,d_20180702,d_20180713,d_20180724,d_20180804,d_20180815,d_20180826,d_20180906,d_20180917,d_20180928,d_20181009,d_20181020,d_20181031,d_20181111,d_20181122,d_20181203,d_20181214,d_20190105,d_20190116,d_20190207,d_20190301,d_20190323,d_20190403,d_20190414,d_20190425,d_20190506,d_20190517,d_20190528,d_20190608,d_20190619,d_20190630,d_20190722,d_20190802,d_20190824,d_20190904,d_20190915,d_20190926,d_20191007,d_20191018,d_20191029,d_20191109,d_20191120,d_20191201,d_20191212,d_20191223
52.379822,4.973473,0.006848166486662237,0.00042312149436877643,0.003129987221470059,0.00492087681669,0.005238865449900761,0.0035774649616547916,0.00487500328485124,0.004494441639630682,0.006068268183338904,0.0034716597879255306,0.0008370385207604693,0.001834008879848297,0.0011892619585285348,0.0014638251135104404,0.00022359960449096485,-0.002417796756298723,-0.0005922388292433124,0.0004365850107360665,0.0013910633458811953,0.002820216110416103,0.002490659821810673,0.0027509585782422427,0.00715510223959176,0.0024646857376243703,-0.000858105950089501,0.004613520927755421,0.003504549313273673,0.005504336697208453,0.004252069497100539,0.006084349711828371,0.005484941184628054,0.0025816181739720637,0.004831339939458578,0.006329787569165871,0.00387198950002484,0.003294561172659741,0.003103497639708699,0.004580194970341346,0.0011116301643194844,0.004723791219208811,0.002888244256875119,0.0019833273178313095,0.004164324418919285,0.0022573077039064375,-0.0004878306670863734,-0.0005002882741553551,0.0012042830895193856,0.001232965828343816,-0.0004637657609179802,0.003949075834958012,0.003954083158989189,0.00742356688718703,0.005598554747457054,0.004886343139044169,0.002721783055010665,0.004798986486257045,0.004657048660754955,0.004353279107820063,0.006394070950570502,0.005908868986632762
52.379737,4.973493,-0.0044518335133377634,-0.008876878505631224,-0.00887001277852994,-0.00537912318331,-0.0035611345500992393,-0.004822535038345208,-0.008324996715148759,-0.006205558360369318,-0.003331731816661096,-0.00792834021207447,-0.008162961479239532,-0.007965991120151703,-0.006810738041471465,-0.01043617488648956,-0.008276400395509035,-0.012417796756298723,-0.010392238829243311,-0.011263414989263932,-0.009408936654118806,-0.009379783889583899,-0.009109340178189328,-0.008549041421757757,-0.007344897760408239,-0.00833531426237563,-0.012658105950089501,-0.0055864790722445785,-0.007495450686726326,-0.006695663302791547,-0.0059479305028994605,-0.00631565028817163,-0.012415058815371947,-0.008018381826027937,-0.00876866006054142,-0.00737021243083413,-0.017528010499975162,-0.011505438827340259,-0.0112965023602913,-0.011419805029658656,-0.011788369835680516,-0.012376208780791188,-0.01201175574312488,-0.00941667268216869,-0.008435675581080715,-0.018042692296093562,-0.013187830667086373,-0.014900288274155354,-0.012095716910480614,-0.015467034171656183,-0.015563765760917982,-0.009150924165041987,-0.010545916841010812,-0.009176433112812969,-0.007001445252542945,-0.01031365686095583,-0.012078216944989334,-0.009901013513742955,-0.008242951339245045,-0.010946720892179938,-0.008405929049429498,-0.009591131013367239
52.379653,4.973585,0.007148166486662237,0.0024231214943687767,0.002429987221470059,0.0055208768166899996,0.006838865449900761,0.004377464961654792,0.00557500328485124,0.006594441639630682,0.006668268183338905,0.003571659787925531,0.003637038520760469,0.004934008879848297,0.004289261958528534,0.0025638251135104402,0.004523599604490965,0.0009822032437012765,0.004407761170756687,0.0037365850107360663,0.0038910633458811954,0.004820216110416103,0.004890659821810673,0.002850958578242242,0.00625510223959176,0.0035646857376243706,-5.8105950089500915e-05,0.006113520927755422,0.0068045493132736735,0.004004336697208452,0.005252069497100539,0.007384349711828371,0.0028849411846280535,0.0035816181739720637,0.002731339939458579,0.005729787569165871,0.0025719895000248395,0.0007945611726597412,0.002403497639708699,0.0016801949703413456,0.0011116301643194844,0.002123791219208811,0.005188244256875118,0.0032833273178313094,0.001764324418919285,0.002757307703906438,-0.0009878306670863734,0.0017997117258446449,0.0021042830895193856,0.000332965828343816,-0.0010637657609179803,0.0040490758349580125,0.0030540831589891885,0.0038235668871870305,0.003998554747457054,0.001586343139044169,0.002821783055010665,0.0017989864862570455,0.002657048660754955,0.004753279107820063,0.0023940709505705015,0.002908868986632762
52.379555,4.973626,-0.0028518335133377636,-0.008576878505631224,-0.006970012778529941,-0.00447912318331,-0.0052611345500992385,-0.005622535038345209,-0.00822499671514876,-0.005205558360369318,-0.005931731816661097,-0.00842834021207447,-0.00636296147923953,-0.005365991120151703,-0.006410738041471465,-0.011236174886489559,-0.0061764003955090355,-0.010317796756298724,-0.007592238829243312,-0.008863414989263933,-0.0063089366541188045,-0.0055797838895838975,-0.006209340178189328,-0.009049041421757758,-0.006644897760408238,-0.00593531426237563,-0.009758105950089501,-0.0034864790722445786,-0.004495450686726327,-0.008995663302791548,-0.005547930502899461,-0.004115650288171629,-0.007615058815371946,-0.008318381826027937,-0.006668660060541422,-0.00697021243083413,-0.01262801049997516,-0.008105438827340258,-0.0064965023602913015,-0.008319805029658655,-0.009888369835680515,-0.008576208780791189,-0.005711755743124882,-0.007716672682168691,-0.006935675581080715,-0.008442692296093563,-0.009687830667086374,-0.009900288274155355,-0.009095716910480615,-0.011367034171656184,-0.01196376576091798,-0.005150924165041988,-0.0060459168410108115,-0.007076433112812969,-0.008901445252542946,-0.010613656860955832,-0.007878216944989335,-0.010201013513742955,-0.010342951339245045,-0.009246720892179938,-0.010405929049429498,-0.007291131013367239
52.379534,4.973519,-0.0019518335133377636,-0.009076878505631224,-0.007270012778529941,-0.00357912318331,-0.0019611345500992385,-0.004122535038345208,-0.00782499671514876,-0.0038055583603693183,-0.0038317318166610965,-0.007028340212074469,-0.00666296147923953,-0.008965991120151704,-0.007310738041471466,-0.011736174886489559,-0.008176400395509036,-0.013917796756298723,-0.010392238829243311,-0.011563414989263932,-0.011508936654118805,-0.009279783889583898,-0.007409340178189327,-0.010949041421757757,-0.007144897760408239,-0.007335314262375629,-0.0111581059500895,-0.003586479072244579,-0.005595450686726326,-0.007995663302791547,-0.00794793050289946,-0.00271565028817163,-0.008015058815371946,-0.008218381826027936,-0.00786866006054142,-0.00707021243083413,-0.00692801049997516,-0.00910543882734026,-0.007596502360291301,-0.009419805029658656,-0.007988369835680516,-0.010076208780791188,-0.00821175574312488,-0.008116672682168691,-0.010635675581080715,-0.011142692296093562,-0.015487830667086375,-0.015100288274155355,-0.013195716910480614,-0.012267034171656184,-0.01466376576091798,-0.0071509241650419865,-0.009645916841010812,-0.008076433112812968,-0.008301445252542946,-0.009513656860955831,-0.006878216944989335,-0.009001013513742953,-0.006342951339245046,-0.005146720892179937,-0.007405929049429498,-0.006391131013367238
52.379395,4.973561,-0.0007518335133377639,-0.006176878505631224,-0.0029700127785299408,-0.0030791231833100004,-0.002061134550099239,-0.0029225350383452085,-0.0052249967151487605,-0.003705558360369318,-0.0031317318166610964,-0.007328340212074469,-0.00506296147923953,-0.005665991120151703,-0.006710738041471465,-0.00983617488648956,-0.0071764003955090356,-0.011217796756298724,-0.008692238829243313,-0.008463414989263934,-0.0073089366541188045,-0.007279783889583897,-0.005609340178189327,-0.007749041421757758,-0.006044897760408239,-0.005835314262375629,-0.009758105950089501,-0.003586479072244579,-0.0038954506867263264,-0.005995663302791548,-0.006347930502899461,-0.00211565028817163,-0.007915058815371946,-0.006818381826027935,-0.005568660060541422,-0.005570212430834129,-0.00612801049997516,-0.009305438827340258,-0.006196502360291302,-0.007919805029658654,-0.006688369835680516,-0.007276208780791188,-0.004911755743124881,-0.006816672682168691,-0.009735675581080716,-0.009742692296093562,-0.012187830667086374,-0.014100288274155355,-0.008895716910480614,-0.013067034171656184,-0.01066376576091798,-0.004550924165041987,-0.007045916841010812,-0.00547643311281297,-0.007601445252542945,-0.00821365686095583,-0.006278216944989336,-0.008001013513742954,-0.0076429513392450455,-0.005046720892179937,-0.005305929049429498,-0.006191131013367239
52.379178,4.973677,0.0030481664866622363,-0.0032768785056312235,2.998722147005907e-05,0.0021208768166899998,0.0016388654499007614,0.0019774649616547918,-0.00192499671514876,0.0014944416396306818,0.008468268183338904,-0.0010283402120744695,0.00023703852076046921,0.001334008879848297,0.0009892619585285347,-0.004836174886489559,-0.0004764003955090351,-0.0035177967562987234,-0.0004922388292433125,-0.0010634149892639335,0.0014910633458811956,0.0011202161104161027,-0.0003093401781893272,-0.0016490414217577574,-0.0023448977604082397,0.0016646857376243704,-0.0038581059500895007,0.0038135209277554215,0.003204549313273673,-0.0007956633027915479,-4.7930502899461126e-05,0.0024843497118283704,-0.0023150588153719462,-0.0014183818260279362,-0.00016866006054142143,0.0004297875691658705,-0.0005280104999751604,-0.0036054388273402587,-0.000996502360291301,-0.0012198050296586545,-0.0021883698356805156,-0.0022762087807911887,-0.00021175574312488107,-0.00031667268216869056,0.0008643244189192848,-0.003542692296093563,-0.0030878306670863737,-0.0035002882741553554,-0.0022957169104806142,-0.004767034171656184,-0.004263765760917981,0.0016490758349580125,0.00045408315898918855,0.0010235668871870305,-0.0013014452525429456,-0.002513656860955831,-0.0002782169449893352,-0.004201013513742954,-0.00024295133924504526,-0.0005467208921799372,-0.0008059290494294985,0.0005088689866327619
52.379105,4.973673,-0.001751833513337764,-0.006376878505631224,-0.005170012778529941,-0.00497912318331,-0.0036611345500992386,-0.006122535038345208,-0.00272499671514876,-0.0035055583603693184,-0.002631731816661096,-0.00522834021207447,-0.00736296147923953,-0.007165991120151704,-0.0065107380414714654,-0.00473617488648956,-0.008276400395509035,-0.010817796756298723,-0.008992238829243313,-0.009063414989263933,-0.008208936654118804,-0.007579783889583897,-0.006709340178189326,-0.005849041421757757,-0.00434489776040824,-0.006835314262375629,-0.0102581059500895,-0.0034864790722445786,-0.0047954506867263266,-0.006995663302791548,-0.008147930502899461,-0.00401565028817163,-0.008515058815371946,-0.0065183818260279355,-0.007168660060541422,-0.006170212430834129,-0.00832801049997516,-0.00900543882734026,-0.008296502360291301,-0.008719805029658655,-0.008388369835680516,-0.007376208780791189,-0.0046117557431248814,-0.00661667268216869,-0.009435675581080716,-0.008842692296093562,-0.011787830667086373,-0.012900288274155356,-0.010595716910480614,-0.012667034171656183,-0.01356376576091798,-0.007050924165041987,-0.007145916841010812,-0.0024764331128129696,-0.004701445252542945,-0.008713656860955831,-0.008778216944989335,-0.008401013513742953,-0.007242951339245045,-0.0069467208921799375,-0.008005929049429499,-0.008091131013367238
52.3791,4.973628,0.002848166486662236,-0.0060768785056312235,-0.002770012778529941,-0.0026791231833100003,-0.0014611345500992387,-0.0039225350383452085,-0.00212499671514876,-0.0007055583603693182,-0.0011317318166610964,-0.0038283402120744695,-0.004562961479239531,-0.004465991120151703,-0.0036107380414714648,-0.01153617488648956,-0.0071764003955090356,-0.010217796756298723,-0.007492238829243313,-0.007663414989263934,-0.006108936654118805,-0.005479783889583897,-0.005209340178189327,-0.006649041421757758,-0.005944897760408239,-0.005835314262375629,-0.0087581059500895,-0.0016864790722445787,-0.0023954506867263268,-0.004095663302791547,-0.004447930502899461,-0.0030156502881716297,-0.005715058815371946,-0.0049183818260279365,-0.005368660060541422,-0.005170212430834129,-0.005628010499975161,-0.00790543882734026,-0.006596502360291301,-0.007219805029658654,-0.0072883698356805155,-0.006376208780791188,-0.005211755743124881,-0.00601667268216869,-0.008235675581080714,-0.007542692296093562,-0.009487830667086373,-0.009900288274155355,-0.007995716910480614,-0.009967034171656184,-0.010463765760917981,-0.0055509241650419875,-0.005645916841010811,-0.0034764331128129696,-0.005701445252542945,-0.006613656860955831,-0.004878216944989335,-0.0059010135137429545,-0.005742951339245046,-0.005146720892179937,-0.0059059290494294986,-0.004891131013367239
52.378896,4.973693,-0.001751833513337764,-0.006376878505631224,-0.004070012778529941,-0.00247912318331,-0.0022611345500992384,-0.0033225350383452087,-0.00452499671514876,-0.003105558360369318,-0.0014317318166610963,-0.005928340212074469,-0.00536296147923953,-0.003965991120151703,-0.004710738041471465,-0.00823617488648956,-0.006276400395509036,-0.008717796756298723,0.00020776117075668754,-0.0012634149892639334,0.0014910633458811956,0.0040202161104161025,-0.003609340178189327,0.0030509585782422426,-0.004844897760408239,-0.00563531426237563,-0.0087581059500895,-0.0023864790722445783,-0.003795450686726327,-0.0041956633027915476,-0.008447930502899461,-0.0025156502881716293,-0.004615058815371946,-0.005618381826027936,-0.0027686600605414213,-0.0052702124308341295,-0.00442801049997516,-0.006605438827340259,-0.004096502360291301,-0.006219805029658654,-0.007688369835680516,-0.004676208780791188,-0.005511755743124881,-0.0074166726821686905,-0.007535675581080715,-0.006542692296093562,-0.011187830667086373,-0.009800288274155355,-0.009495716910480614,-0.010167034171656184,-0.00956376576091798,-0.004550924165041987,-0.004645916841010811,-0.003576433112812969,-0.0031014452525429453,-0.006413656860955831,-0.005178216944989335,-0.006301013513742955,-0.004842951339245045,-0.005246720892179937,-0.005605929049429498,-0.002291131013367238
